H,0.02486500808796237
B,0.024856917508490742
C,0.022278182294848282
N,0.027667061561548682
O,0.02397163607615056
Na,0.02517736354729369
Al,0.030407621260903513
Si,0.03524695817768063
P,0.03833738974816054
S,0.04515589603176247
Cl,0.04747376181461966
K,0.04819790445467637
Ca,0.05038332392737901
Sc,0.05245103075614181
Ti,0.056554006768013705
V,0.058720343225563465
Cr,0.05984857549571168
Mn,0.06113024642721724
Fe,0.06220560026359473
Co,0.06314356908622079
Ni,0.06453326067480386
Cu,0.06550645733092378
Zn,0.06656384851683005
Ga,0.06812306912079978
Ge,0.06930750378287537
As,0.07100886066000758
Se,0.07381645025595052
Rb,0.07404629730049317
Sr,0.07465130219031152
Y,0.07581582262237345
Zr,0.07782731127874747
Nb,0.07921361939970994
Mo,0.08015891473513667
Tc,0.08061172517332528
Ru,0.08120253770231621
Rh,0.08200748269585795
Pd,0.08282103505085676
Ag,0.08322794086685649
Cd,0.08342254109566662
In,0.0839536872004785
Sn,0.08453067973484896
Sb,0.0852183011659199
Te,0.0869148470865734
Cs,0.08700857755627929
Hf,0.08896731121883737
Ta,0.09019798847370149
W,0.09071081820832641
Re,0.09100693830346725
Os,0.09127124775170017
Ir,0.09174877401394356
Pt,0.09243990783544653
Au,0.09280783682411868
Hg,0.09297693611174648
Tl,0.09303670647685815
Pb,0.09317996355064308
Bi,0.09337996659922368
